instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weather_impact,day_type,holiday_type,day_holiday_type
161,2011-01-07,1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,1,14,15,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
162,2011-01-08,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,1,24,25,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
163,2011-01-08,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,1,15,16,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
164,2011-01-08,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0,3,13,16,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
165,2011-01-08,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,0,7,7,Light Snow/Rain,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
166,2011-01-08,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,0,1,1,Light Snow/Rain,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
167,2011-01-08,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
168,2011-01-08,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
169,2011-01-08,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,1,8,9,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
170,2011-01-08,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15,Light Snow/Rain,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
171,2011-01-08,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,20,Light Snow/Rain,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
172,2011-01-08,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,61,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
173,2011-01-08,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,62,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
174,2011-01-08,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
175,2011-01-08,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
176,2011-01-08,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
177,2011-01-08,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
178,2011-01-08,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
179,2011-01-08,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
180,2011-01-08,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
181,2011-01-08,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
182,2011-01-08,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
183,2011-01-08,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
184,2011-01-08,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
185,2011-01-08,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
186,2011-01-09,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
187,2011-01-09,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
188,2011-01-09,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
189,2011-01-09,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
190,2011-01-09,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
191,2011-01-09,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
192,2011-01-09,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
193,2011-01-09,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
195,2011-01-09,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
196,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
197,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
198,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
289,2011-01-13,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
291,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
293,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
294,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
295,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
296,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
297,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
298,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
299,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
300,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
301,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
303,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
305,2011-01-14,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
306,2011-01-14,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
307,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
308,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
309,2011-01-14,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
